time, tof, temp, aX, aY, aZ, gX, gY, gZ, mX, mY, mZ
3.814697265625e-06,0,30.809207176445923,0.0398046398046398,1.0192918192918192,-0.06202686202686203,0.42735042735042733,3.5256410256410255,-1.7094017094017093,862.7106227106227,-787.3992673992674,262.5641025641026
0.030589818954467773,0,31.144667085991554,0.04053724053724054,1.019047619047619,-0.06568986568986569,0.1526251526251526,3.6477411477411477,-1.7857142857142856,862.7106227106227,-787.3992673992674,262.5641025641026
0.0712728500366211,70,31.00089855332914,0.04297924297924298,1.0231990231990231,-0.05543345543345543,-0.2442002442002442,3.663003663003663,-1.4423076923076923,750.1831501831502,-599.8534798534798,450.1098901098901
0.13823199272155762,71,31.048821397549943,0.04737484737484737,1.0217338217338217,-0.063003663003663,0.2213064713064713,3.7774725274725274,-1.6407203907203907,750.1831501831502,-599.8534798534798,450.1098901098901
0.2051858901977539,80,31.192589930212357,0.04322344322344322,1.0178266178266178,-0.06129426129426129,0.45024420024420025,3.4645909645909643,-1.44993894993895,825.2014652014652,-749.8901098901099,375.0915750915751
0.27384495735168457,80,31.048821397549943,0.041025641025641026,1.0192918192918192,-0.06910866910866911,0.2213064713064713,3.3348595848595846,-1.5567765567765568,825.2014652014652,-749.8901098901099,375.0915750915751
0.3429548740386963,85,31.00089855332914,0.04151404151404151,1.0153846153846153,-0.06593406593406594,0.2747252747252747,3.869047619047619,-1.8772893772893773,975.2380952380953,-899.92673992674,375.0915750915751
0.4238588809967041,86,30.857130020666727,0.044444444444444446,1.015140415140415,-0.06984126984126984,0.0992063492063492,3.434065934065934,-1.5949328449328448,975.2380952380953,-899.92673992674,375.0915750915751
0.4901459217071533,85,31.144667085991554,0.042002442002442006,1.019047619047619,-0.05982905982905983,0.053418803418803416,3.716422466422466,-1.7475579975579976,712.6739926739928,-1012.4542124542126,112.52747252747253
0.558513879776001,84,31.144667085991554,0.04395604395604395,1.0166056166056165,-0.06642246642246642,0.2213064713064713,3.6858974358974357,-1.800976800976801,712.6739926739928,-1012.4542124542126,112.52747252747253
0.6247529983520508,85,31.048821397549943,0.04126984126984127,1.0153846153846153,-0.06471306471306472,0.37393162393162394,3.8308913308913306,-1.984126984126984,675.1648351648352,-674.8717948717949,525.1282051282052
0.6931338310241699,86,31.048821397549943,0.04224664224664225,1.0202686202686202,-0.07106227106227106,0.18315018315018314,3.47985347985348,-1.9764957264957264,675.1648351648352,-674.8717948717949,525.1282051282052
0.7593748569488525,86,31.144667085991554,0.04590964590964591,1.0205128205128204,-0.06666666666666667,0.19078144078144077,3.4722222222222223,-1.7628205128205128,375.0915750915751,-674.8717948717949,150.03663003663004
0.8278360366821289,83,30.952975709108337,0.04224664224664225,1.0183150183150182,-0.06153846153846154,0.03815628815628815,3.6477411477411477,-1.6101953601953602,375.0915750915751,-674.8717948717949,150.03663003663004
0.8940739631652832,84,31.384281307095577,0.041025641025641026,1.0175824175824175,-0.05958485958485958,0.23656898656898656,3.64010989010989,-1.4423076923076923,675.1648351648352,-974.945054945055,300.0732600732601
0.9625239372253418,84,31.048821397549943,0.04297924297924298,1.017094017094017,-0.06422466422466422,0.3052503052503052,3.411172161172161,-1.5491452991452992,825.2014652014652,-674.8717948717949,450.1098901098901
1.0288448333740234,85,31.144667085991554,0.042002442002442006,1.0202686202686202,-0.06471306471306472,0.25946275946275943,3.7774725274725274,-1.7094017094017093,825.2014652014652,-674.8717948717949,450.1098901098901
1.0972919464111328,84,31.048821397549943,0.042002442002442006,1.0178266178266178,-0.06202686202686203,0.23656898656898656,3.5866910866910864,-1.6178266178266179,975.2380952380953,-824.908424908425,225.05494505494505
1.1635618209838867,85,31.144667085991554,0.042735042735042736,1.0141636141636141,-0.06398046398046398,0.3434065934065934,3.6172161172161172,-1.7704517704517704,975.2380952380953,-824.908424908425,225.05494505494505
1.2361268997192383,85,31.144667085991554,0.044444444444444446,1.0178266178266178,-0.06788766788766788,0.1755189255189255,3.4569597069597067,-1.945970695970696,562.6373626373627,-937.4358974358975,337.5824175824176
1.298496961593628,85,31.144667085991554,0.041758241758241756,1.017094017094017,-0.06544566544566545,0.2518315018315018,3.5866910866910864,-1.7704517704517704,562.6373626373627,-937.4358974358975,337.5824175824176
1.3668968677520752,85,31.144667085991554,0.04322344322344322,1.0126984126984127,-0.06544566544566545,0.12973137973137971,3.449328449328449,-1.8696581196581197,637.6556776556777,-787.3992673992674,487.61904761904765
1.4331679344177246,84,31.192589930212357,0.0442002442002442,1.017094017094017,-0.0652014652014652,0.2442002442002442,3.495115995115995,-1.6101953601953602,637.6556776556777,-787.3992673992674,487.61904761904765
1.5015578269958496,84,31.048821397549943,0.0442002442002442,1.0188034188034187,-0.0652014652014652,0.2518315018315018,3.8995726495726495,-2.007020757020757,712.6739926739928,-862.4175824175825,337.5824175824176
1.5677928924560547,86,30.857130020666727,0.041758241758241756,1.0183150183150182,-0.06715506715506715,0.16025641025641024,3.8614163614163615,-1.6407203907203907,712.6739926739928,-862.4175824175825,337.5824175824176
1.6362709999084473,85,31.00089855332914,0.04078144078144078,1.0192918192918192,-0.06153846153846154,0.16025641025641024,3.5485347985347984,-1.6101953601953602,712.6739926739928,-1162.4908424908426,112.52747252747253
1.702495813369751,85,30.952975709108337,0.04053724053724054,1.0168498168498168,-0.06642246642246642,0.3052503052503052,3.579059829059829,-1.9764957264957264,712.6739926739928,-1162.4908424908426,112.52747252747253
1.7708868980407715,83,31.240512774433164,0.04590964590964591,1.0188034188034187,-0.060073260073260075,0.06868131868131867,3.449328449328449,-1.510989010989011,825.2014652014652,-824.908424908425,225.05494505494505
1.837141990661621,84,31.048821397549943,0.04322344322344322,1.0168498168498168,-0.06910866910866911,0.28998778998778996,3.724053724053724,-1.5796703296703296,825.2014652014652,-824.908424908425,225.05494505494505
1.905531883239746,85,31.048821397549943,0.04078144078144078,1.021001221001221,-0.06275946275946276,0.22893772893772893,3.807997557997558,-1.7704517704517704,712.6739926739928,-862.4175824175825,262.5641025641026
1.971768856048584,84,31.048821397549943,0.04468864468864469,1.017094017094017,-0.05885225885225885,0.21367521367521367,3.601953601953602,-1.7094017094017093,825.2014652014652,-974.945054945055,525.1282051282052
2.040095806121826,85,31.00089855332914,0.04322344322344322,1.0122100122100122,-0.06642246642246642,0.45787545787545786,3.266178266178266,-1.9230769230769231,825.2014652014652,-974.945054945055,525.1282051282052
2.106400966644287,85,31.240512774433164,0.039316239316239315,1.0139194139194139,-0.0652014652014652,0.21367521367521367,3.5409035409035408,-2.358058608058608,562.6373626373627,-862.4175824175825,562.6373626373627
2.1747918128967285,86,31.048821397549943,0.04566544566544566,1.0141636141636141,-0.06984126984126984,0.3968253968253968,3.7393162393162394,-1.9612332112332111,562.6373626373627,-862.4175824175825,562.6373626373627
2.2410318851470947,84,31.144667085991554,0.041025641025641026,1.0158730158730158,-0.057387057387057384,0.25946275946275943,3.807997557997558,-1.8696581196581197,750.1831501831502,-674.8717948717949,225.05494505494505
2.309424877166748,86,31.144667085991554,0.04371184371184371,1.015140415140415,-0.06422466422466422,0.6105006105006104,3.571428571428571,-1.7475579975579976,750.1831501831502,-674.8717948717949,225.05494505494505
2.375762939453125,85,31.144667085991554,0.041758241758241756,1.0178266178266178,-0.06617826617826618,0.3205128205128205,3.7698412698412698,-1.633089133089133,637.6556776556777,-1012.4542124542126,337.5824175824176
2.4441018104553223,85,31.048821397549943,0.0442002442002442,1.0183150183150182,-0.05787545787545788,0.1755189255189255,3.556166056166056,-1.3965201465201464,637.6556776556777,-1012.4542124542126,337.5824175824176
2.5104758739471436,84,31.00089855332914,0.04322344322344322,1.0146520146520146,-0.06666666666666667,0.5723443223443223,3.6477411477411477,-1.5949328449328448,712.6739926739928,-1087.4725274725274,562.6373626373627
2.5789358615875244,86,30.952975709108337,0.040293040293040296,1.0112332112332112,-0.07326007326007326,0.4807692307692308,3.6095848595848596,-1.5491452991452992,712.6739926739928,-1087.4725274725274,562.6373626373627
2.645174980163574,83,31.192589930212357,0.044444444444444446,1.0188034188034187,-0.05934065934065934,0.06105006105006105,3.6706349206349205,-1.6254578754578755,562.6373626373627,-787.3992673992674,262.5641025641026
2.713599920272827,84,31.144667085991554,0.04371184371184371,1.0258852258852258,-0.05958485958485958,0.09157509157509157,3.5637973137973136,-1.6941391941391941,562.6373626373627,-787.3992673992674,262.5641025641026
2.7799289226531982,83,31.144667085991554,0.042735042735042736,1.02002442002442,-0.06349206349206349,0.1221001221001221,3.434065934065934,-1.2973137973137974,825.2014652014652,-599.8534798534798,375.0915750915751
2.848270893096924,85,31.192589930212357,0.0442002442002442,1.018070818070818,-0.06324786324786325,0.2213064713064713,3.8156288156288154,-1.7322954822954821,825.2014652014652,-599.8534798534798,375.0915750915751
2.9145398139953613,83,31.048821397549943,0.04151404151404151,1.0122100122100122,-0.06129426129426129,0.14499389499389498,3.6324786324786325,-1.5949328449328448,787.6923076923077,-487.32600732600736,412.6007326007326
2.9829418659210205,85,31.048821397549943,0.04249084249084249,1.012942612942613,-0.06227106227106227,0.2670940170940171,3.6858974358974357,-2.022283272283272,787.6923076923077,-487.32600732600736,412.6007326007326
3.049193859100342,85,31.144667085991554,0.04468864468864469,1.0175824175824175,-0.06715506715506715,0.2976190476190476,3.5409035409035408,-1.6178266178266179,600.1465201465202,-674.8717948717949,225.05494505494505
3.1175520420074463,84,31.192589930212357,0.04468864468864469,1.0173382173382173,-0.06227106227106227,0.1755189255189255,3.7698412698412698,-2.0757020757020754,712.6739926739928,-712.3809523809524,262.5641025641026
3.183867931365967,84,31.384281307095577,0.04078144078144078,1.0178266178266178,-0.05982905982905983,0.3663003663003663,3.4645909645909643,-1.633089133089133,712.6739926739928,-712.3809523809524,262.5641025641026
3.252243995666504,85,31.144667085991554,0.045177045177045176,1.0173382173382173,-0.06691086691086691,0.28998778998778996,3.785103785103785,-2.090964590964591,750.1831501831502,-749.8901098901099,675.1648351648352
3.3205838203430176,85,31.240512774433164,0.040048840048840045,1.0146520146520146,-0.05934065934065934,0.33577533577533575,3.5256410256410255,-1.6636141636141635,750.1831501831502,-749.8901098901099,675.1648351648352
3.386871814727783,86,31.144667085991554,0.04249084249084249,1.0197802197802197,-0.0652014652014652,0.45024420024420025,3.5027472527472527,-1.7933455433455432,900.2197802197802,-1049.96336996337,375.0915750915751
3.45527982711792,82,30.952975709108337,0.04371184371184371,1.0188034188034187,-0.0568986568986569,0.33577533577533575,3.3653846153846154,-1.717032967032967,900.2197802197802,-1049.96336996337,375.0915750915751
3.521559000015259,-30595,31.144667085991554,0.04713064713064713,1.0148962148962148,-0.06422466422466422,0.3891941391941392,3.807997557997558,-1.6254578754578755,900.2197802197802,-599.8534798534798,600.1465201465202
3.5943799018859863,85,31.048821397549943,0.04224664224664225,1.016117216117216,-0.06691086691086691,0.18315018315018314,3.3882783882783882,-1.2515262515262515,900.2197802197802,-599.8534798534798,600.1465201465202
3.6566150188446045,2,30.952975709108337,0.04493284493284493,1.0173382173382173,-0.07472527472527472,0.4807692307692308,3.64010989010989,-1.7628205128205128,600.1465201465202,-524.8351648351648,600.1465201465202
3.7229650020599365,85,31.144667085991554,0.04371184371184371,1.0234432234432234,-0.058363858363858365,0.11446886446886446,3.6858974358974357,-1.4575702075702075,600.1465201465202,-524.8351648351648,600.1465201465202
3.7913119792938232,78,31.048821397549943,0.037606837606837605,1.0202686202686202,-0.06764346764346764,0.1526251526251526,3.9224664224664223,-1.3583638583638584,600.1465201465202,-674.8717948717949,0.0
3.8597798347473145,85,31.048821397549943,0.04468864468864469,1.018070818070818,-0.06568986568986569,0.5036630036630036,3.3806471306471306,-1.6178266178266179,600.1465201465202,-674.8717948717949,0.0
3.926208019256592,86,31.048821397549943,0.04468864468864469,1.016117216117216,-0.06764346764346764,0.40445665445665446,3.4569597069597067,-1.7857142857142856,712.6739926739928,-637.3626373626374,187.54578754578756
3.9945669174194336,85,31.192589930212357,0.04151404151404151,1.0173382173382173,-0.06349206349206349,0.030525030525030524,3.579059829059829,-1.572039072039072,712.6739926739928,-637.3626373626374,187.54578754578756
4.060770034790039,85,31.144667085991554,0.0442002442002442,1.0156288156288156,-0.06715506715506715,0.2213064713064713,3.579059829059829,-1.7475579975579976,900.2197802197802,-824.908424908425,300.0732600732601
4.129140853881836,83,31.048821397549943,0.04395604395604395,1.0158730158730158,-0.060805860805860805,0.37393162393162394,3.762210012210012,-1.8772893772893773,675.1648351648352,-524.8351648351648,525.1282051282052
4.195366859436035,85,31.192589930212357,0.04493284493284493,1.0175824175824175,-0.06935286935286936,0.2442002442002442,3.7698412698412698,-2.007020757020757,675.1648351648352,-524.8351648351648,525.1282051282052
4.263777017593384,85,31.33635846287477,0.04542124542124542,1.019047619047619,-0.05934065934065934,0.37393162393162394,3.6935286935286933,-2.129120879120879,825.2014652014652,-674.8717948717949,450.1098901098901
